,Region,Year,Gender,Nationality,Population estimates
285,0.16666666666666666,0.6666666666666666,1.0,0.0,0.13000500887830313
286,0.16666666666666666,1.0,0.0,0.0,0.023806175572534838
287,0.5,0.6666666666666666,0.0,0.0,0.05105547590682366
288,0.75,0.0,1.0,0.0,0.010054608271223538
289,0.4166666666666667,0.5833333333333334,0.0,1.0,0.12756867160361052
290,0.5833333333333334,0.6666666666666666,0.0,0.0,0.32111744861477537
291,0.5833333333333334,0.3333333333333333,0.0,0.0,0.3388215780944269
292,0.3333333333333333,0.9166666666666666,1.0,0.0,0.04298820422426213
293,0.6666666666666666,0.4166666666666667,0.0,1.0,0.04581516914766816
294,0.16666666666666666,0.5,1.0,1.0,0.18037003199019333
295,0.8333333333333334,0.9166666666666666,0.0,1.0,0.12995872318709709
296,0.16666666666666666,0.0,1.0,1.0,0.1554975166400008
297,0.25,0.3333333333333333,1.0,1.0,0.3619847658165135
298,0.5,0.3333333333333333,1.0,0.0,0.16347133250019089
299,0.75,0.0,0.0,0.0,0.0
300,1.0,0.0,0.0,0.0,0.006003283630755751
301,0.6666666666666666,0.9166666666666666,1.0,1.0,0.052913979074740186
302,0.5833333333333334,0.9166666666666666,1.0,1.0,0.5934017241272568
303,0.4166666666666667,0.0,1.0,1.0,0.10665815245799132
304,0.6666666666666666,0.9166666666666666,0.0,0.0,0.008505953902399692
305,0.6666666666666666,0.0,0.0,1.0,0.04012173431600509
306,1.0,0.4166666666666667,0.0,1.0,0.07567002960220544
307,0.16666666666666666,0.3333333333333333,1.0,0.0,0.1201039983466869
308,0.5833333333333334,0.4166666666666667,0.0,0.0,0.345227871533327
309,0.08333333333333333,0.9166666666666666,1.0,0.0,0.02933245125188054
310,0.08333333333333333,0.6666666666666666,0.0,1.0,0.055515411808511675
311,0.5833333333333334,0.08333333333333333,0.0,0.0,0.31859296215746746
312,0.6666666666666666,0.6666666666666666,1.0,0.0,0.03754152814125803
313,1.0,0.25,0.0,0.0,0.007339672409335323
314,0.4166666666666667,0.5833333333333334,1.0,1.0,0.12671076484303992
315,0.08333333333333333,0.6666666666666666,1.0,0.0,0.03125463409687035
316,0.08333333333333333,0.6666666666666666,0.0,0.0,0.004079037092527455
317,0.8333333333333334,0.3333333333333333,1.0,1.0,0.10864077203353678
318,0.0,0.08333333333333333,1.0,0.0,0.01473919192258674
319,0.5,0.5,1.0,0.0,0.19232854468058008
320,0.0,0.75,1.0,1.0,0.029508159990471634
321,0.4166666666666667,0.0,1.0,0.0,0.0600729309190481
322,0.5,1.0,1.0,1.0,0.194118356344987
323,0.08333333333333333,0.8333333333333334,1.0,0.0,0.032436540695883254
324,0.9166666666666666,0.8333333333333334,0.0,0.0,0.30617011848842135
325,0.5,0.8333333333333334,1.0,1.0,0.18584854791173408
326,0.9166666666666666,0.4166666666666667,1.0,1.0,0.5568613820199843
327,0.9166666666666666,0.8333333333333334,1.0,1.0,0.6279915813108402
328,0.8333333333333334,0.8333333333333334,0.0,1.0,0.12694956363206472
329,0.75,0.5833333333333334,0.0,1.0,0.03154826816337493
330,0.75,0.5833333333333334,0.0,0.0,0.0022626922293399986
331,0.8333333333333334,0.8333333333333334,0.0,0.0,0.020409631315306678
332,0.16666666666666666,0.4166666666666667,0.0,1.0,0.17794814056817013
333,0.9166666666666666,0.4166666666666667,0.0,1.0,0.5449385417412913
334,0.75,0.5833333333333334,1.0,0.0,0.019267524514464573
335,0.0,0.8333333333333334,0.0,0.0,0.0010356791924001844
336,0.4166666666666667,0.4166666666666667,0.0,1.0,0.12163909130280069
337,1.0,0.5833333333333334,1.0,0.0,0.05615456708580276
338,0.4166666666666667,0.4166666666666667,1.0,0.0,0.08987207165614626
339,1.0,0.8333333333333334,1.0,1.0,0.08677564735845791
340,0.5,0.4166666666666667,0.0,0.0,0.05516664765120754
341,0.5833333333333334,0.5833333333333334,0.0,1.0,0.5378070075357233
342,0.08333333333333333,0.8333333333333334,0.0,0.0,0.004942840119493735
343,0.3333333333333333,0.5833333333333334,0.0,0.0,0.007409543166124063
344,0.4166666666666667,0.25,0.0,1.0,0.11468415027578312
345,0.6666666666666666,0.0,1.0,0.0,0.022694434543630456
346,0.6666666666666666,1.0,0.0,0.0,0.009066983649948098
347,0.0,1.0,1.0,0.0,0.016825290973376292
348,0.3333333333333333,0.08333333333333333,1.0,0.0,0.02957449298742297
349,0.6666666666666666,0.6666666666666666,0.0,1.0,0.04916188995385287
350,0.25,0.5,0.0,1.0,0.3663618591753423
351,0.4166666666666667,0.3333333333333333,1.0,0.0,0.08143480925725617
352,0.16666666666666666,1.0,0.0,1.0,0.2104660497403137
353,0.9166666666666666,0.08333333333333333,0.0,0.0,0.2396687831314894
354,1.0,0.0,1.0,0.0,0.031089538637791472
355,0.0,1.0,0.0,1.0,0.03363849460064146
356,1.0,0.16666666666666666,0.0,0.0,0.006670740986746078
357,0.9166666666666666,0.5,1.0,0.0,1.0
358,0.9166666666666666,0.5,0.0,1.0,0.558686866096085
359,0.16666666666666666,0.08333333333333333,0.0,1.0,0.15967295768809753
360,0.6666666666666666,0.16666666666666666,1.0,1.0,0.04219279788748567
361,0.6666666666666666,0.9166666666666666,0.0,1.0,0.05279870706670475
362,1.0,0.75,0.0,0.0,0.007528352933996899
363,0.75,0.25,1.0,0.0,0.0152775210445118
364,0.6666666666666666,0.25,0.0,0.0,0.006640670028128139
365,0.5833333333333334,0.25,1.0,1.0,0.48405723269939627
366,0.25,0.3333333333333333,0.0,1.0,0.34742275669911676
367,0.25,0.3333333333333333,0.0,0.0,0.1079618169580749
368,0.8333333333333334,0.0,0.0,1.0,0.0982486025111609
369,0.9166666666666666,0.3333333333333333,1.0,1.0,0.5414491312883313
370,0.5,0.08333333333333333,1.0,0.0,0.13303274167248186
371,0.0,0.6666666666666666,0.0,1.0,0.02998428350192233
372,0.8333333333333334,0.0,1.0,1.0,0.0980838018654018
373,0.5833333333333334,0.5833333333333334,1.0,0.0,0.924174014151629
374,0.25,0.08333333333333333,0.0,1.0,0.3204355454061157
375,0.5833333333333334,0.4166666666666667,1.0,0.0,0.913623824689849
376,0.5833333333333334,0.0,0.0,1.0,0.44847886645457796
377,0.3333333333333333,0.16666666666666666,0.0,1.0,0.056606810718350976
378,0.6666666666666666,0.0,0.0,0.0,0.004933995719900224
379,0.16666666666666666,0.08333333333333333,1.0,1.0,0.1586033749639222
380,0.0,1.0,0.0,0.0,0.000650652996762655
381,0.75,0.9166666666666666,0.0,1.0,0.03481656862649717
382,0.6666666666666666,0.08333333333333333,0.0,0.0,0.005409824418031136
383,0.4166666666666667,0.25,0.0,0.0,0.025789974401359442
384,0.08333333333333333,0.9166666666666666,1.0,1.0,0.0595369603036813
385,0.8333333333333334,0.0,0.0,0.0,0.016788144495083545
386,1.0,0.9166666666666666,1.0,0.0,0.05037799489796069
387,0.75,0.4166666666666667,1.0,0.0,0.018110087420993716
388,0.0,0.08333333333333333,0.0,0.0,0.0006536011299604921
389,0.5833333333333334,0.0,1.0,0.0,0.6432290077438615
390,0.16666666666666666,0.6666666666666666,0.0,1.0,0.1908671550544122
391,0.6666666666666666,0.75,0.0,0.0,0.007789557535325269
392,0.0,0.9166666666666666,1.0,0.0,0.015262780378522614
393,0.6666666666666666,0.08333333333333333,1.0,0.0,0.025889326490126555
394,1.0,0.5,1.0,1.0,0.07897812986349849
395,0.4166666666666667,1.0,1.0,0.0,0.08472404146608306
396,0.3333333333333333,0.9166666666666666,1.0,1.0,0.07228822601096646
397,0.5833333333333334,0.25,0.0,0.0,0.33629650201047945
398,0.5833333333333334,0.5,1.0,0.0,0.9627308793662221
399,0.6666666666666666,1.0,0.0,1.0,0.053952016773698645
400,0.5,0.75,1.0,0.0,0.16211548604250559
401,0.16666666666666666,0.25,0.0,0.0,0.023144614482940185
402,0.16666666666666666,0.5833333333333334,0.0,0.0,0.025465679749597358
403,0.3333333333333333,0.5833333333333334,1.0,0.0,0.04772644389982597
404,0.16666666666666666,0.25,1.0,0.0,0.11663787814598979
405,0.5,0.16666666666666666,0.0,1.0,0.15268735607582246
406,0.6666666666666666,0.25,1.0,0.0,0.03286402000956964
407,0.8333333333333334,0.5833333333333334,0.0,0.0,0.020607745866201333
408,0.6666666666666666,0.5,0.0,0.0,0.008215857595732519
409,0.4166666666666667,0.9166666666666666,1.0,1.0,0.13970495672582686
410,1.0,0.25,1.0,0.0,0.04485466735181282
411,0.16666666666666666,0.6666666666666666,0.0,0.0,0.02349278901360475
412,0.5,0.08333333333333333,1.0,1.0,0.148365687621113
413,0.6666666666666666,0.4166666666666667,1.0,1.0,0.04599942747253298
414,0.6666666666666666,0.8333333333333334,1.0,1.0,0.05180901875219083
415,0.5,0.9166666666666666,0.0,0.0,0.04833818153837718
416,1.0,0.75,1.0,0.0,0.05003866476688963
417,1.0,0.8333333333333334,0.0,1.0,0.08515270003304858
418,0.8333333333333334,0.5,1.0,1.0,0.11438874732935984
